MainKey,Rank,FilterIn,FilterOut,ActionVar,Likelihood,Prompt,YearStart,YearEnd,DateIn,UserIn,DateOut,UserOut,Comments,NoApplyForDT,AddResultInDT
040SpecificFix,1810,\bIHD \(?ischaemic heart disease\)?,ISCHAEMIC HEART DISEASE,,,,2022,9999,10/08/2023,NA,,,Common duplication,,
040SpecificFix,1820,"\bischaemic, heart disease\b",ISCHAEMIC HEART DISEASE,,,,2022,9999,10/08/2023,NA,,,Common duplication,,
040SpecificFix,1830,\bkorsakoff'?s?\b,KORSAKOFF,,,,2022,9999,25/07/2023,NA,,,Standardise on non-possessive name,,
040SpecificFix,1840,\bleft-ventricular\b,LEFT VENTRICULAR,,,,2022,9999,13/11/2023,NA,,,Standardise on non-hyphenated form,,
040SpecificFix,1850,\bmarfan'?s?\b,MARFAN,,,,2022,9999,25/07/2023,NA,,,Standardise on non-possessive name,,
040SpecificFix,1860,"\bmellitus[ ,]+type\b",MELLITUS TYPE,,,,2022,9999,30/11/2023,NA,,,Removing extraneous comma,,
040SpecificFix,1870,\bmening[ei]?o[\s-]?enceph[ae]litis\b,MENINGOENCEPHALITIS,,,,2022,9999,25/07/2023,NA,,,Common misspelling,,
040SpecificFix,1880,"^([a-z\s]+)[,\s]+metastatic$",METASTATIC $1,,,,2022,9999,13/02/2024,NA,,,"Switches ""something, metastatic"" to ""metastatic something"". Limited to lines that only contain a single comma, but may still be too broad and have side-effects",,
040SpecificFix,1890,\bdementia[\s\-\(]+mixed type\)?,MIXED DEMENTIA,,,,2022,9999,04/08/2023,NA,,,Standardise variant forms,,
040SpecificFix,1900,\bnon.insulin\b,NON INSULIN,,,,2022,9999,25/07/2023,NA,,,Standardise variant forms,,
040SpecificFix,1910,\bnon[-|\s]st[-|\s]elevation\b,NON ST ELEVATION,,,,2022,9999,25/07/2023,NA,,,Standardise variant forms,,
040SpecificFix,1920,\bnon\s?alcoholic\b,NON-ALCOHOLIC,,,,2022,9999,16/08/2023,NA,,,Standardise variant forms,,
040SpecificFix,1930,"\bpar?kin?son['\?s]{1,2}\b",PARKINSON,,,,2022,9999,25/07/2023,NA,,,Standardise on non-possessive name (sometimes get a question mark in these),,
040SpecificFix,1940,"\bperipheral, vascular\b",PERIPHERAL VASCULAR,,,,2022,9999,01/09/2023,NA,,,Removing extraneous comma,,
040SpecificFix,1950,\bpre.diabetes\b,PREDIABETES,,,,2022,9999,04/09/2023,NA,,,Standardise variant forms,,
040SpecificFix,1960,\bpseudo\s?-?obstruction\b,PSEUDOOBSTRUCTION,,,,2022,9999,07/02/2024,NA,,,Standardise variant forms. Added to avoid dash problems,,
040SpecificFix,1970,\bpseudo\s?obstruction\b,PSEUDO-OBSTRUCTION,,,,2022,2022,24/10/2023,NA,07/02/2024,NA,Removed to avoid dash problems,,
040SpecificFix,1980,\bsars[ -]+cov[ -]?2\b,SARS COV 2,,,,2022,9999,17/01/2024,NA,,,Standardise variant forms. Added to avoid dash problems,,
040SpecificFix,1990,\bsars[ -]+cov[ -]?2\b,SARS-COV-2,,,,2022,2022,12/12/2023,NA,17/01/2024,NA,Removed to avoid dash problems,,
040SpecificFix,2000,"\bsj[gor]{1,4}en['\?s]{1,2}\b",SJOGREN,,,,2022,9999,25/07/2023,NA,,,Common misspelling,,
040SpecificFix,2010,\bsteato\s?hepatitis\b,STEATOHEPATITIS,,,,2022,9999,16/08/2023,NA,,,Standardise variant forms,,
040SpecificFix,2020,\bsub.arachnoid\b,SUBARACHNOID,,,,2022,9999,25/07/2023,NA,,,Common misspelling,,
040SpecificFix,2030,"\bsudden, unexpected\b",SUDDEN UNEXPECTED,,,,2022,9999,14/08/2023,NA,,,Removing extraneous comma,,
040SpecificFix,2040,\bsupra.nuclear\b,SUPRANUCLEAR,,,,2022,9999,25/07/2023,NA,,,Common misspelling,,
040SpecificFix,2050,\b\bdiabetes mellitus (. ?Type)? ?(\d)\)?,TYPE $2 DIABETES MELLITUS,,,,2022,9999,29/11/2023,NA,,,Standardise variant forms,,
040SpecificFix,2060,\buti \(?urinary tract infection\)?,URINARY TRACT INFECTION,,,,2022,9999,10/08/2023,NA,,,Common duplication,,
040SpecificFix,2070,\bdementia \(vascular\),VASCULAR DEMENTIA,,,,2022,2022,25/07/2023,NA,,,Removed to improve flexibility,,
040SpecificFix,2080,"\bdementia[\s\(,]+vascular\)?",VASCULAR DEMENTIA,,,,2022,9999,25/07/2023,NA,,,Removing extraneous comma,,
040SpecificFix,2090,"\bvascular[\s\(,]+dementia\)?",VASCULAR DEMENTIA,,,,2022,9999,28/02/2024,NA,,,Removing extraneous comma,,
040SpecificFix,2100,"\bwaldenst[or]*m['\?s]{1,2}\b",WALDENSTROM,,,,2022,9999,25/07/2023,NA,,,Common misspelling,,
040SpecificFix,2110,"\bwernicke['\?s]{1,2}\b",WERNICKE,,,,2022,9999,25/07/2023,NA,,,Standardise on non-possessive name (fixes Rett's and Barrett's),,
050Reorder,2120,\b(hospital|community) ?-? ?(acquired|associated)\b,$1 ACQUIRED,,,,2022,9999,25/07/2023,NA,,,Standardise on acquired,,
050Reorder,2130,",\schronic, \b([^,\n]*)",", CHRONIC $1",,,,2022,9999,08/08/2023,NA,,,"Amend ""condition, chronic, condition"" to ""condition, chronic condition""",,
050Reorder,2140,"\b([^,\n]*)\s?\(chronic\)",CHRONIC $1,,,,2022,9999,08/08/2023,NA,,,"Reorders ""condition (chronic)"" to ""chronic condition""",,
050Reorder,2150,"\b([^,\n]*),\schronic$",CHRONIC $1,,,,2022,9999,08/08/2023,NA,,,"Reorders a term ending ""condition, chronic"" to ""chronic condition""",,
050Reorder,2160,"\b(([a-z]*\s){1,5})\s?\(idiopathic\)",IDIOPATHIC $1,,,,2022,9999,25/07/2023,NA,,,Reorders 'some words (idiopathic)' into 'idiopathic some words',,
050Reorder,2170,"\b([^,\-\n]*)\s?\(severe\s?\)",SEVERE $1,,,,2022,9999,11/10/2023,NA,,,"Reorders ""condition (severe)"" to ""severe condition""",,
060Neonatal,2180,"\bA[m|n]?hydra[h|m][ainosu]{1,5}\b",ANHYDRAMNIOS,,,,2022,9999,06/02/2025,NA,,,Standardise variant forms,,
060Neonatal,2190,\bant[ei][r\-\s]?partum\b,ANTEPARTUM,,,,2022,9999,17/03/2025,NA,,,Standardise variant forms,,
060Neonatal,2200,"\bChorio[a\-\s]{,2}[imnostu\-]{6,10}\b",CHORIOAMNIONITIS,,,,2022,9999,14/03/2025,NA,,,Standardise variant forms,,
060Neonatal,2210,\bEdward's\b,EDWARDS,,,,2022,9999,22/01/2025,NA,,,Standardise variant forms,,
060Neonatal,2220,\bFoet(us|al|alis)\b,FET$1,,,,2022,9999,17/02/2024,NA,,,"Standardise variant forms (fetal, fetalis, fetus)",,
060Neonatal,2230,\bFeto.maternal\b,FETOMATERNAL,,,,2022,9999,06/02/2025,NA,,,Standardise variant forms,,
060Neonatal,2240,\bGrade (?:4|IV|four)\b,GRADE 4,,,,2022,9999,17/02/2024,NA,,,Standardise variant forms,,
060Neonatal,2250,\bintra[-\s]uterine\b,INTRAUTERINE,,,,2022,9999,13/03/2025,NA,,,Standardise variant forms,,
060Neonatal,2260,\bNon[ -]+immune hydrops(?: fetalis)?\b,NON-IMMUNE HYDROPS FETALIS,,,,2022,9999,17/02/2024,NA,,,Standardise variant forms,,
060Neonatal,2270,\bPatau'?s\b,PATAU,,,,2022,2022,22/01/2025,NA,12/03/2025,NA,Removed to allow for another variant,,
060Neonatal,2280,\bPata[uy]'?s\b,PATAU,,,,2022,9999,12/03/2025,NA,,,Standardise variant forms. Added to add another variant,,
060Neonatal,2290,\bpre[\s-]*eclampsia\b,PRE-ECLAMPSIA,,,,2022,9999,04/02/2025,NA,,,Standardise variant forms,,
060Neonatal,2300,\bpre.term\b,PRETERM,,,,2022,9999,22/01/2025,NA,,,Standardise variant forms,,
060Neonatal,2310,\b(?:prelabour|premature|preterm|prolonged| )+ruptured? (?:of )?membranes\b,RUPTURE MEMBRANES,,,,2022,9999,04/02/2025,NA,,,Term has a number of common preceding terms that don't change its meaning,,
100SplitCombined,2320,\b(mitral|aortic) and (mitral|aortic) stenosis\b,"$1 STENOSIS, $2 STENOSIS",,,,2022,9999,11/09/2023,NA,,,Splitting a possibly common combination of terms,,
100SplitCombined,2330,\baortic and mitral valve disease\b,"AORTIC VALVE DISEASE, MITRAL VALVE DISEASE",,,,2022,9999,11/09/2023,NA,,,Splitting a possibly common combination of terms,,
100SplitCombined,2340,\batrial fibrillation chronic kidney disease\b,"ATRIAL FIBRILLATION, CHRONIC KIDNEY DISEASE",,,,2022,9999,01/12/2023,NA,,,Splitting a possibly common combination of terms,,
100SplitCombined,2350,\batrial fibrillation hypertension\b,"ATRIAL FIBRILLATION, HYPERTENSION",,,,2022,9999,01/09/2023,NA,,,Splitting a possibly common combination of terms,,
100SplitCombined,2360,\batrial fibrillation ischaemic heart disease\b,"ATRIAL FIBRILLATION, ISCHAEMIC HEART DISEASE",,,,2022,9999,25/07/2023,NA,,,Splitting a possibly common combination of terms,,
100SplitCombined,2370,\b^cardiac and ([a-z]+) failure\b,"CARDIAC FAILURE, $1 FAILURE",,,,2022,9999,19/02/2024,NA,,,Splitting a possibly common combination of terms. Requires start of line to avoid clash with qualifiers such as 'end stage cardiac and something failure',,
100SplitCombined,2380,\bcongestive cardiac failure hypertension\b,"CONGESTIVE CARDIAC FAILURE, HYPERTENSION",,,,2022,9999,27/02/2024,NA,,,Splitting a possibly common combination of terms,,
100SplitCombined,2390,\bcongestive cardiac failure ischaemic heart disease\b,"CONGESTIVE CARDIAC FAILURE, ISCHAEMIC HEART DISEASE",,,,2022,9999,25/07/2023,NA,,,Splitting a possibly common combination of terms,,
100SplitCombined,2400,\bdementia frailty\b,"DEMENTIA, FRAILTY",,,,2022,9999,25/07/2023,NA,,,Splitting a possibly common combination of terms,,
100SplitCombined,2410,\bfrailty of old age atrial fibrillation\b,"FRAILTY, ATRIAL FIBRILLATION",,,,2022,9999,14/08/2023,NA,,,Splitting a possibly common combination of terms,,
100SplitCombined,2420,\bhypertension atrial fibrillation\b,"HYPERTENSION, ATRIAL FIBRILLATION",,,,2022,9999,25/07/2023,NA,,,Splitting a possibly common combination of terms,,
100SplitCombined,2430,\bhypertension chronic kidney disease\b,"HYPERTENSION, CHRONIC KIDNEY DISEASE",,,,2022,9999,01/12/2023,NA,,,Splitting a possibly common combination of terms,,
100SplitCombined,2440,\bhypertension ischaemic heart disease\b,"HYPERTENSION, ISCHAEMIC HEART DISEASE",,,,2022,9999,25/07/2023,NA,,,Splitting a possibly common combination of terms,,
100SplitCombined,2450,\bischaemic heart disease atrial fibrillation\b,"ISCHAEMIC HEART DISEASE, ATRIAL FIBRILLATION",,,,2022,9999,25/07/2023,NA,,,Splitting a possibly common combination of terms,,
100SplitCombined,2460,\bischaemic heart disease and mitral valve disease\b,"ISCHAEMIC HEART DISEASE, MITRAL VALVE DISEASE",,,,2022,9999,11/09/2023,NA,,,Splitting a possibly common combination of terms,,
100SplitCombined,2470,\bischaemic heart disease type 2 diabetes mellitus\b,"ISCHAEMIC HEART DISEASE, TYPE 2 DIABETES MELLITUS",,,,2022,9999,25/07/2023,NA,,,Splitting a possibly common combination of terms,,
100SplitCombined,2480,\bmitral and aortic valve disease\b,"MITRAL VALVE DISEASE, AORTIC VALVE DISEASE",,,,2022,9999,25/07/2023,NA,,,Splitting a possibly common combination of terms,,
100SplitCombined,2490,\bprostate and ([a-z]+) (cancer|carcinoma)\b,"PROSTATE $2, $1 $2",,,,2022,9999,05/02/2024,NA,,,Splitting a possibly common combination of terms (prostate and something cancer/carcinoma),,
100SplitCombined,2500,\btype 2 diabetes mellitus copd\b,"TYPE 2 DIABETES MELLITUS, COPD",,,,2022,9999,24/10/2023,NA,,,Splitting a possibly common combination of terms,,
100SplitCombined,2510,\btype 2 diabetes mellitus ischaemic heart disease\b,"TYPE 2 DIABETES MELLITUS, ISCHAEMIC HEART DISEASE",,,,2022,9999,19/12/2023,NA,,,Splitting a possibly common combination of terms,,
